10000000 89749
2692304 7199484 764062
2901272 5752800 277392
2382150 8247474 67365
315760 651091 725991
3847128 5390521 919949
1320739 7553525 609082
1463598 7254953 702645
287927 1943434 371542
2135083 6398044 852742
512833 7427615 410934
5795925 8316970 744484
1647927 7788253 324777
357297 3721322 970997
990896 3892248 920401
311960 8430900 816852
823483 940915 581693
4166094 7331494 957643
2195192 4456901 313943
5244932 5764741 622989
3444274 4058597 732078
4276409 6071928 675761
4438416 5188323 467127
1832246 5801740 712190
4563480 6501221 208490
6545369 7084164 376082
1025157 3293270 37784
1054194 5930153 382600
6396316 7721922 577047
4349291 6709849 961882
2428269 8284552 526039
896842 5028225 494939
478079 2613620 966961
2734208 3754044 802169
5933207 7759858 910946
1780326 4608006 267472
28235 6709463 591903
3669946 8530224 875183
4511791 8451700 219434
2858285 4368413 622819
1173977 7087633 707682
4142426 5443916 232672
1199955 1750709 548523
2695600 7136862 14000
1316909 3205877 915070
3392117 6529310 735529
2322381 5543971 589589
4204065 7934525 872336
4455728 7222645 787656
5070935 7509219 262857
310218 7624029 172582
242848 2111273 822798
5919052 6201500 497998
5459253 8478874 991264
5414471 8763148 245249
2257935 3479672 356716
1297768 7285890 422811
5471526 6022952 616192
3027887 5808351 531071
6759090 6830301 725247
641366 7509212 252735
606715 7791444 959305
4194098 4216724 9328
7815411 8672950 533141
1783385 5178990 813341
215220 5003292 821723
1523949 3943126 694615
4340525 5473781 486739
1616241 3347829 965275
2991647 6876616 988226
98521 2501375 387088
397768 2373965 966973
435576 8399460 473507
6475589 7561844 668591
2896129 5300190 998453
261131 1400915 630482
1811438 4563163 457198
1019741 4684325 982504
5143520 6558020 963226
4416311 6578725 986979
3410152 4040419 468435
3627971 4542184 325676
4284486 7636728 713023
2756567 3225806 558121
971836 3217932 645043
2078790 4120542 427055
1480178 5361070 539862
3756686 6457922 211832
3686667 8059309 50427
4713803 4752470 323813
2739602 4898892 305777
7066818 7295019 132350
6357196 6818348 925304
579063 6649131 860611
4379135 5242610 533984
1002483 5085374 285173
1566140 6438594 901250
3645987 6580356 15396
3304055 3624090 746952
4779407 7187046 841690
2412445 4141710 499223
2793539 3320645 954019
4054136 8043020 680009
1400084 7731727 323096
1359104 5234568 29545
3161285 6573583 405982
1449731 8367642 403518
2128972 7921404 596946
864478 7648731 369609
4757610 8051336 879106
4645555 7670729 807181
605549 3163932 279437
4975937 5945637 814195
6252458 7837565 959778
3300256 6707238 734269
7646415 8393611 431793
3620508 4250267 161923
5549023 7507400 457275
3867818 8194369 366664
3814801 7354866 234947
926660 4947154 681551
2702138 5236615 410004
954906 4964348 595883
380481 6062786 305904
3148834 7279564 822565
4870900 7291386 693420
4225744 5962721 412240
343791 5176765 492798
1272310 4885691 130842
4164139 8453292 177402
3752570 4002467 328424
5128905 8077969 265842
1652661 6344401 76579
171079 8561644 675296
6888430 7835318 25004
1443017 1902345 11489
1604497 3629559 154525
3126489 7172185 151999
1232991 1567771 801752
27967 2277049 442081
2937983 8236609 850908
2171381 5100215 904267
2374248 3092281 606386
3571321 5499946 63898
3759329 4147127 609063
1889875 2850062 901746
5187651 5366220 795097
1763512 2400933 936244
5202924 5767233 593249
2521941 7919017 833397
4785310 4903865 42495
6574864 7709680 93752
3269757 7881846 995621
341116 5929635 40824
955872 5658042 777974
2850072 8114160 45800
1801623 2414327 868812
2739431 3537705 519186
758983 4601525 297888
4320091 6285521 18511
2533240 4660144 666629
4215564 5365968 582281
1161900 5987252 907096
2680456 7870448 228670
393351 3216553 519623
965275 4689200 430511
7057265 7381413 52882
558695 4533481 778357
6038337 7967184 964046
6049215 7655183 78136
1796993 3172250 686729
1226483 4094978 134119
4450853 6538230 195264
1906444 6104560 436472
5125002 7499008 156745
5408609 6459461 511203
3241648 3610974 562311
1356868 5335975 690259
6504735 7612261 727123
2415116 2750871 599890
5610767 5814975 994309
6433027 8667152 178666
2477623 4677056 623164
8175535 8175608 168482
1544683 1557306 749788
2544871 6003618 369262
4041657 6165210 441060
3486715 5230292 752685
6089628 7793580 315669
376226 4389320 361967
3984800 7679411 763784
2206179 4261474 804580
2277178 4669482 680012
5955071 6311771 46233
773966 6140611 766389
3556380 3819913 544117
115356 6889921 515988
5475142 6946533 881126
7071275 8659542 492430
983670 1176826 817859
3046056 3200952 780739
1246902 8118584 305835
4265609 7119246 79495
1694632 4807534 878305
1973356 7282934 744866
4270394 6781363 618237
3573407 3830723 744897
6237483 6696475 447394
367259 4302366 843424
2579863 5806739 490941
2709550 4525135 457116
3666538 5606373 350179
4701353 7408535 266050
3032421 6761441 886918
4872207 8061169 654694
229278 5660489 597674
1190049 4461740 63634
3072986 5103099 655303
215491 2058877 677529
2294392 6396641 845728
1980727 7976829 450206
3750820 8192286 891912
633599 5143427 942957
1856065 5729104 247280
2781117 3271888 390004
7339529 7708673 915004
494143 2445210 537244
2959363 7883320 226717
6601414 8858052 868569
532527 8005673 599241
2803321 6167864 356257
1824523 6627992 795672
1890024 8650684 8017
2497220 2707773 757770
1116638 2508111 896608
2327618 7209644 349340
5398763 8016756 517579
1443691 1471394 507732
4356240 7421456 485355
718675 8810211 196160
3458038 5417902 425460
2139439 3993159 189582
752976 6490808 555717
3609234 5740352 64256
3435492 7263728 551082
2895649 4998106 636902
4347302 8291324 49389
2053039 4469970 784838
2914775 7584648 834008
1612999 2198066 847698
2018806 2025261 680316
1262960 5205714 829602
1969373 4321782 565125
6661876 8267379 402444
526197 1952652 240082
73394 4007664 235209
486896 6591946 427877
1786513 4024821 707019
7262950 7867855 474456
739038 4482591 822474
137524 8353328 501247
39000 1093575 731087
153215 3033079 819247
854826 3992237 350375
618371 1909322 393122
1055764 5519621 735825
1459756 3523275 764385
2026393 7985847 468481
1533411 5019458 364598
5269426 7402697 813797
431832 2207126 266667
61332 4889629 707734
137985 7907225 421536
4293494 7044424 730172
643045 1878499 107961
3970096 5267995 422959
6202577 8143620 650914
1007412 2456803 644428
6478474 8213603 924584
4364970 6884590 943785
1616186 7572336 931817
5279356 7064178 324154
1033720 2213031 788768
1205176 3189650 420139
1141872 3960546 872720
4345885 5547962 958283
53751 3992159 940657
341478 3938972 478288
4624885 5233453 995719
2725968 6495050 143668
7336015 8446318 649520
156913 3334044 153825
2324320 6586085 245672
1226712 2717069 298506
4956678 7019908 602578
3108888 5467296 442420
2348390 7792944 618634
3397996 3827366 521752
3554659 8418505 727992
3753897 4734703 873752
3347834 4693054 14687
2432154 6060945 825661
3494169 5903600 978734
709701 5845244 5512
189237 3842645 837514
4997549 6067658 141569
652318 2251946 690891
3675073 4952527 462289
2864381 5429614 339609
1639626 6905708 729076
790324 4060554 654414
5696710 7054613 920906
1389641 4126301 477345
726099 3653891 885119
529166 7844707 109628
1127811 6997957 845561
963260 6518022 160981
4124843 4705980 434007
2755026 3721313 372060
870479 4556263 483225
415176 8588501 982083
92308 3381113 963956
1770203 4271422 522298
7790370 8260432 712074
649628 2649394 86028
231801 1287931 362760
5973850 7768728 659340
1509527 5934298 601195
7648429 7790515 629725
1171784 4150671 592302
2925127 7134108 134017
1139711 6123863 216996
2112834 3652861 172075
1865233 8014302 775829
2010058 8809404 827772
687742 5552525 463965
3418238 5003497 986730
260447 6362961 889401
2576967 2995803 91064
5774568 8543712 610984
1797592 6578028 932905
3812137 7685518 671712
1908749 5948841 109615
2322810 7078521 626209
196188 1914850 732828
4149818 6979550 88739
1918871 3271930 353961
1051061 1406678 85296
7426907 7727422 258448
3830527 5224185 492869
2006382 5529775 173432
4375698 8151356 263722
6469575 8285452 463017
5407855 6555890 219013
3655369 4020629 327702
6347796 8121417 646980
2562724 3823310 702143
3626861 7470684 202883
5646388 6045394 644891
2062868 2830365 48926
2284147 7337721 577495
1420962 2228283 170471
4758669 7400925 144483
4623919 5978499 828308
2004743 7086747 787412
5592177 6778947 290292
8051973 8292831 363953
3892735 4757147 557470
3993009 5334292 794943
4905108 8566101 482939
5233560 6078606 742090
6076006 6615267 651636
4889966 7620672 821187
2096916 6501071 443866
1713547 1714205 898790
5269058 8392240 660951
305474 6173832 902105
395324 4138230 897648
3647182 4516938 48148
1453676 8285297 227163
3427868 8156921 965402
1271372 4917456 763533
4165367 8840197 212671
4330594 5441889 735421
878147 6878012 677603
113685 3974722 818150
706075 1427642 21395
979137 6860538 801731
1452551 5976217 105908
990606 5898323 760611
1191300 7572325 961449
1384347 1728390 331622
5521123 7589772 885685
2671995 3727814 326127
5034070 5907262 745582
475666 8328216 849067
1557774 3033125 127481
2506847 3072921 149318
343869 1023415 342704
3745449 7172531 607234
6200558 8129517 507264
4868614 7869260 948759
1337646 3323042 210040
2976658 7517484 47961
101326 5349296 955425
2398876 4245026 386848
7399755 7602359 860282
3218020 3508897 190058
1189784 2121958 301172
2354297 4918897 294012
7367800 7547634 651878
1231675 4440572 833108
4660480 7282655 708581
6541254 8113687 718503
160317 5487869 716207
5241058 7640393 290060
4398125 5651825 209109
2864896 8070596 693074
33340 5417974 115870
927013 4431916 707859
959627 1615228 146718
1384398 5425383 5238
779014 2249092 673878
6402455 7083560 806120
2554435 5607149 228242
1618087 2612647 226296
4209254 5266071 409437
6000297 6290076 440295
2443226 7391614 913652
3255818 6892553 299734
2241307 5608661 417238
2212238 7588240 217787
2581876 6359595 526735
699522 1599779 871996
928861 3894965 886363
4466761 6462624 949414
2144784 5483124 827595
3359702 7031875 384513
1899670 2393005 632003
4952474 7899036 710870
5186028 7312298 635619
1693704 7317919 227370
2835600 7767629 674628
1306687 6878778 913128
5564875 7374860 30241
6646181 8014978 699022
250847 1740240 93589
330343 6411006 34594
2903241 3493106 702766
6251605 8389696 404258
2691870 7829653 85435
1124964 2849616 91893
1413193 5785319 765505
1429784 4370370 977648
1811355 5219328 98997
63782 7703040 684770
1002998 2761725 559621
1602519 8382421 959823
615530 2838831 413766
1728634 7236805 394342
7272157 8285434 866639
621402 1102373 803547
4690912 6486837 425556
4403552 5793224 554623
4824863 6453041 991021
4121499 8605874 367390
2845403 4906826 313256
637423 5813576 217110
1460287 6884144 373999
348019 1657305 954698
1857038 1908071 888224
2524729 6732680 633074
4411195 7483540 258612
4702122 7913723 679972
5023523 7892131 921218
7467846 8175431 785301
1937549 2572480 31550
6341135 8237156 758490
531568 3800808 78541
4150571 7257260 800760
750675 1271972 708470
3430286 8710092 790287
1817258 7125834 792510
4082808 4339055 288736
5919601 6212772 320823
2849631 7580019 813762
2808309 6148176 791009
113261 7804859 595739
3929305 7908894 55594
911886 1932606 720471
1366622 8097634 901358
4736048 7797831 12593
2707683 6425731 76323
3118370 5277712 176088
2747155 6083926 442676
1490102 6704032 66933
254664 6966446 647903
3458720 4694030 682921
715627 7847192 378518
7513494 8017784 562669
1076779 6679143 463535
843298 6384607 147773
60909 7356477 885680
886712 4554016 976459
4118860 8036262 349913
6613155 8616675 398191
3850746 7629752 550587
7633915 8198607 359660
6723271 6799654 863186
238424 6537255 732769
4751636 7987884 327657
115314 2501494 550953
332865 3627455 21544
3386619 5720492 638685
3744072 4342637 443025
2546926 6862582 626795
7608529 8850774 670180
6318431 7066023 683489
705434 6580691 881100
4431993 7834021 663561
4208063 6787553 994506
4386894 7153614 767403
5661429 6031935 388434
683724 3013219 827662
6510871 8758447 442888
3486031 4367692 953397
4234601 4791433 669037
799761 6200764 240791
165481 7709479 778759
3530065 4939001 134796
6999548 7341122 193762
1713754 1930664 776472
169074 7197438 851303
4584299 5233241 12635
3520671 8261350 15509
194813 2752570 718798
407424 2692817 550678
2518768 7487002 385942
7167157 7364141 290062
105821 3586890 177821
6870711 7402701 879086
1733435 4168186 899557
8087 2366969 339393
2956400 6349220 615335
285707 6150173 597540
3416123 7674782 168306
1583953 4436860 654897
1539292 8051812 497992
5435657 7857687 445825
5941805 5982155 651997
883270 7574402 38053
6329103 8019398 441006
192528 5222572 318010
948645 2426801 674707
987003 7334962 566593
2291061 8384392 114490
2109566 4667204 339049
437272 1506342 868028
69988 1630319 57866
7193011 7614891 212613
324161 8067794 993476
6024944 7323097 393869
5074099 7481510 846264
2873663 4827508 65926
264565 6426207 247193
723720 1912222 702942
590424 2138548 254797
793705 3959224 302907
1006691 4113387 330854
3486197 3677544 431817
3528462 5516852 611631
196518 778427 265211
1316443 7499357 691745
2393716 6094436 570632
2662222 3102858 292354
641773 1569125 243258
4374028 4766848 992458
3576299 8082989 739941
7743237 8241302 133756
212543 4024498 571780
5522411 7481572 806251
1169460 1983371 947916
4471933 5827187 836952
1590421 5282987 376966
106569 5286701 638074
4837595 5004710 507372
897778 5409206 102993
616262 6147003 684150
7077079 7259431 974188
5624229 8896712 939879
206106 1163725 858792
912138 2776820 471555
1472835 3103612 742631
598207 1133720 303181
1529828 2496069 149865
3546685 3907665 850982
6876999 7596760 262719
3284894 7925257 776989
4647179 6805003 576416
2118526 5429732 491745
2884518 5980215 603910
1873682 4523866 421731
1668055 3508720 177752
2586685 8016791 24505
825275 1511131 291764
2841938 5833088 830176
2178582 7285177 727868
4536894 4597949 154528
1386085 5971901 344160
6801093 8027484 779124
1523334 2001680 997223
2021999 3572426 319966
3817028 8078581 29046
1585217 8096990 661210
3541077 7191298 640601
77572 4132837 268905
3954562 4761717 516192
1203347 6747170 143175
2666244 5192208 516714
1340606 5256962 49492
723585 3833504 488635
1014486 3997204 288907
113499 5037387 96019
3089889 3186270 642896
1330738 2066734 928839
1988524 3750858 225661
310854 4776749 772605
3064046 4307924 55051
1246386 7095930 877655
5586473 6084636 88729
3168952 6980649 582719
3446590 6643110 204120
6457703 7564446 945543
3278241 4004557 788938
5334757 7232139 379808
3625202 5560121 362974
2858263 3649015 559102
3036131 7174831 336880
488121 8419470 695661
6206060 7899150 205521
2789395 3177102 970390
1142439 6080636 946201
2487702 6096883 764562
1097153 4356995 80908
3454619 5099598 174971
4171586 8695446 898670
415193 7189007 550615
3619523 7050377 205138
2325646 7113199 831647
3251281 7787913 495788
6656129 8098615 154388
209883 5031219 310915
4026982 4278677 332701
3192588 3342854 574687
250314 4297309 508570
2752615 3924609 333438
252211 7580111 199182
3198400 6026509 649550
1397859 2521000 376163
3018858 5389584 499755
2392560 7447954 233119
4296466 6521551 529388
528738 4930579 428124
3459759 5632606 136443
234909 2261070 843124
1525172 5291581 252824
4902312 8262284 481662
2630585 3390866 146364
289468 6529832 709105
110433 4973264 914100
265516 5006958 325588
5306471 7510250 4878
6113544 6651869 719375
621940 2153168 995789
1420495 4100512 483985
4755978 6540303 900152
1105396 3730780 111628
4950618 5534559 986270
4882741 7294467 43698
659187 3254042 118091
3557410 5606821 666380
1602905 7979816 873767
798503 8383583 522106
941123 6289521 500118
1150281 3613834 505064
3609760 6646479 586238
1626178 4042973 98263
169624 5997776 126825
440360 6310610 65693
822774 6272875 213132
416221 793298 210243
313494 8721042 417497
